"Lat","Lon","Year","Abundance","Gear"
56.4113175245,-160.8544056675,2007,339.22357666674,"AT1"
56.247806078421,-160.869428089474,2007,42.604277326363,"AT1"
56.7464148465,-160.825236073,2007,212.952301602298,"AT1"
56.578933453,-160.839127554,2007,115.080065862473,"AT1"
56.913918869,-160.809036025,2007,636.739904539601,"AT1"
56.2821146545,-161.4645083795,2007,365.139302147242,"AT1"
56.1186618673684,-161.477230143684,2007,65.7640796488696,"AT1"
56.617463797,-161.439206911,2007,872.977481662141,"AT1"
56.449779139,-161.4519509545,2007,934.691118060865,"AT1"
56.785221156,-161.4264149745,2007,607.081312565903,"AT1"
56.936240268125,-161.414689635,2007,1054.78740218029,"AT1"
55.9311027244444,-162.082896274444,2007,1950.77702047901,"AT1"
56.2192763255,-162.0650386645,2007,1093.90828570868,"AT1"
56.0558049657895,-162.077155489474,2007,800.97105838041,"AT1"
56.5548418885,-162.045059301,2007,495.749824594322,"AT1"
56.3870511435,-162.0552009445,2007,291.001419142944,"AT1"
56.7226998505,-162.03537848,2007,106.494067326903,"AT1"
56.89058445,-162.0256405235,2007,72.3211575747777,"AT1"
55.840462823,-162.6736961775,2007,176.33456509151,"AT1"
55.67663846,-162.680204957895,2007,1942.81948103267,"AT1"
56.176018691,-162.6611945245,2007,118.711213615123,"AT1"
56.008255474,-162.667290726,2007,291.494360312011,"AT1"
56.520833835,-162.648416184,2007,47.7648537531203,"AT1"
56.3571353978947,-162.654436796842,2007,117.823286063051,"AT1"
56.8566352075,-162.636047281,2007,76.4979925057743,"AT1"
56.6887533925,-162.642629962,2007,2.3568323040333,"AT1"
56.9699080171429,-162.631112181429,2007,17.7458245281764,"AT1"
55.5932612135,-163.26816036,2007,1160.40288283792,"AT1"
55.4296111305263,-163.271335454737,2007,76.5883740829282,"AT1"
55.928887178,-163.262283916,2007,4615.3635833094,"AT1"
56.425027863,-163.251991955,2007,597.723098580779,"AT1"
56.5928406445,-163.248345422,2007,356.263348033265,"AT1"
56.7606490965,-163.245005074,2007,150.257413948077,"AT1"
55.7611143795,-163.265122339,2007,1380.88542743009,"AT1"
56.0945211505,-163.2590000785,2007,1180.47246220259,"AT1"
56.9243935694737,-163.241914735263,2007,28.8567103160448,"AT1"
56.257128912,-163.255213432,2007,1837.29931343557,"AT1"
56.8712628215,-163.8504748025,2007,2.83395177732791,"AT1"
55.363267481,-163.8593333725,2007,951.850612420415,"AT1"
55.2015982494737,-163.860535255789,2007,367.692746280778,"AT1"
55.6959048345,-163.8577282165,2007,318.736793294763,"AT1"
56.1994281245,-163.855042239,2007,771.81636709414,"AT1"
56.3674167105,-163.8540093365,2007,518.195741493984,"AT1"
56.535398802,-163.853720402,2007,383.809492492355,"AT1"
55.5281107585,-163.8585912905,2007,567.935838434476,"AT1"
55.863742249,-163.8564639285,2007,1017.21787559399,"AT1"
56.7033929565,-163.853599886,2007,70.3063845046993,"AT1"
56.0315731085,-163.8561006695,2007,108.991196788663,"AT1"
56.976212044,-163.850231984,2007,274.321193796411,"AT1"
56.7784584185,-164.45805304,2007,0.0518273400988014,"AT1"
55.2729401265,-164.4426273725,2007,10907.1067637179,"AT1"
55.1170129626316,-164.441472995789,2007,7204.44252425099,"AT1"
55.608755853,-164.44579849,2007,491.84730918821,"AT1"
56.112477975,-164.451531417,2007,257.449104930455,"AT1"
56.280426706,-164.452862,2007,77.6847096045593,"AT1"
56.448310229,-164.4547311805,2007,27.3556826037529,"AT1"
55.440863684,-164.4442775895,2007,894.147627861073,"AT1"
55.7766882675,-164.448023175,2007,552.954305702428,"AT1"
56.6156177375,-164.456539356,2007,12.7678192585138,"AT1"
55.944568733,-164.4499098715,2007,809.672705200604,"AT1"
56.9336872958824,-164.459430346471,2007,47.5422254805233,"AT1"
56.3500410545,-165.053544518,2007,119.284680553095,"AT1"
54.838795309,-165.016314206,2007,19891.5531774977,"AT1"
54.6752847205263,-165.012905234211,2007,6266.34864917157,"AT1"
55.174172399,-165.025054397,2007,5347.76601838674,"AT1"
55.678037445,-165.036788719,2007,296.3716768234,"AT1"
55.846027639,-165.0410212645,2007,605.312416594478,"AT1"
56.014009483,-165.0453081085,2007,1414.9209017908,"AT1"
55.0064113915,-165.0205350715,2007,2936.80334569759,"AT1"
57.01567239,-165.071171379,2007,38.8824976461615,"AT1"
55.3420465315,-165.0291172825,2007,504.187541719823,"AT1"
56.680089171,-165.062351056,2007,351.563622762675,"AT1"
56.1819315285,-165.0488992325,2007,67.5793070548266,"AT1"
57.13308745875,-165.07305057125,2007,51.6294162774399,"AT1"
55.509991693,-165.0329529965,2007,9.05964729264887,"AT1"
56.8478302075,-165.0665219605,2007,29.3762950543618,"AT1"
56.512962042,-165.0575204145,2007,990.700317243537,"AT1"
56.065540737,-165.643175385,2007,1182.1968081962,"AT1"
54.564430163,-165.582411121,2007,1171.05180920246,"AT1"
54.4045217657895,-165.576339558421,2007,1812.03056016271,"AT1"
54.898327151,-165.5954397545,2007,879.579855528263,"AT1"
55.394099399,-165.6164221685,2007,0.0852235687067242,"AT1"
55.5621414715,-165.6218223575,2007,0.229405252242966,"AT1"
55.7299778205,-165.629001526,2007,1.12087288126161,"AT1"
54.731172564,-165.588973761,2007,38.2107306786385,"AT1"
56.720990729,-165.6700333845,2007,25.1912951324175,"AT1"
55.063355637,-165.602808106,2007,1223.21764535964,"AT1"
56.3911723555,-165.6565825565,2007,104.15407478995,"AT1"
55.8977927175,-165.6362131525,2007,132.596596545195,"AT1"
56.8876006405,-165.6771748655,2007,227.355462580986,"AT1"
57.05543332,-165.684306268,2007,122.347127535642,"AT1"
55.226047709,-165.6097359745,2007,2412.4620175911,"AT1"
56.5546772975,-165.6631733,2007,9.79843822334036,"AT1"
56.2333044625,-165.649590289,2007,1041.85340079538,"AT1"
54.20095167,-166.13407292,2007,1288.58953626318,"AT1"
56.277942839,-166.2487752475,2007,2163.35067940506,"AT1"
54.7709414805,-166.1653176315,2007,213.00148526949,"AT1"
54.6071699626316,-166.156723113684,2007,89.2868968549194,"AT1"
55.1068246435,-166.183469346,2007,1.5415866138108,"AT1"
55.6090831035,-166.211324063,2007,0.164863190535589,"AT1"
55.7756728575,-166.220901474,2007,5.97890120660124,"AT1"
55.943428248,-166.23050965,2007,2.99412978442739,"AT1"
54.9389339575,-166.175133325,2007,21.6784365176171,"AT1"
56.94642307,-166.287540158,2007,54.5736002417991,"AT1"
55.2746705525,-166.1901276615,2007,0.111195292847686,"AT1"
56.6109351905,-166.268443245,2007,271.572634611148,"AT1"
56.1111404175,-166.2392719235,2007,116.609809092959,"AT1"
57.1140900925,-166.296991678,2007,88.3204852562612,"AT1"
57.2693426323529,-166.305741617647,2007,89.2625775444439,"AT1"
55.4426221345,-166.2027384605,2007,0.226317354217267,"AT1"
56.7787059085,-166.2774886805,2007,186.260453895821,"AT1"
56.443097179,-166.2587555605,2007,1423.44034508786,"AT1"
56.307384236,-166.8494229215,2007,137.264448479141,"AT1"
54.8089069655,-166.744507859,2007,6.13963673632966,"AT1"
